0, -82.5, -177.5, Ross Sea, Arctic: Within the Antarctic Circle, South Polar Gyre Current
1272, 32.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1273, 32.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1274, 32.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1275, 37.5, -177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1276, 37.5, -172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1277, 37.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1278, 37.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1279, 37.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1280, 37.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1281, 37.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1282, 37.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1283, 37.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1284, 37.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1285, 37.5, -127.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1286, 37.5, -72.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1287, 37.5, -67.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1288, 37.5, -62.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1289, 37.5, -57.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1290, 37.5, -52.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1291, 37.5, -47.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1292, 37.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1293, 37.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1294, 37.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1295, 37.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1296, 37.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1297, 37.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1298, 37.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1299, 37.5, 2.5, Mediterranean Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1300, 37.5, 7.5, Mediterranean Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1301, 37.5, 12.5, Mediterranean Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1302, 37.5, 17.5, Ionian Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1303, 37.5, 122.5, Yellow Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current) & Monsoon Drift
1304, 37.5, 132.5, Sea of Japan, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1305, 37.5, 137.5, Sea of Japan, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1306, 37.5, 142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1307, 37.5, 147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1308, 37.5, 152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1309, 37.5, 157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1310, 37.5, 162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1311, 37.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1312, 37.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1313, 37.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1314, 42.5, -177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1315, 42.5, -172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1316, 42.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1317, 42.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1318, 42.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1319, 42.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1320, 42.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1321, 42.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, California Cool Current
1322, 42.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1323, 42.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1324, 42.5, -127.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, California Cool Current
1325, 42.5, -67.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1326, 42.5, -62.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1327, 42.5, -57.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1328, 42.5, -52.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1329, 42.5, -47.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1330, 42.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1331, 42.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1332, 42.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1333, 42.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1334, 42.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1335, 42.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1336, 42.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1337, 42.5, 7.5, Mediterranean Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1338, 42.5, 17.5, Adriatic Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1339, 42.5, 27.5, nan, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1340, 42.5, 32.5, Black Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1341, 42.5, 37.5, Black Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1342, 42.5, 132.5, Sea of Japan, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current) & Kuroshio (Japan Warm Current)
1343, 42.5, 137.5, Sea of Japan, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current) & Kuroshio (Japan Warm Current)
1344, 42.5, 147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1345, 42.5, 152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1346, 42.5, 157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1347, 42.5, 162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kuroshio (Japan Warm Current)
1348, 42.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, West Wind Drift
1349, 42.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1350, 42.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current) & Kuroshio (Japan Warm Current)
1351, 47.5, -177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1352, 47.5, -172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1353, 47.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1354, 47.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1355, 47.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1356, 47.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1357, 47.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1358, 47.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1359, 47.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1360, 47.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1361, 47.5, -127.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current & North Pacific Warm Current
1362, 47.5, -62.5, Gulf of Saint Lawrence, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1363, 47.5, -57.5, Gulf of Saint Lawrence, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1364, 47.5, -52.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1365, 47.5, -47.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1366, 47.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1367, 47.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current & North Atlantic Warm Current
1368, 47.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1369, 47.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1370, 47.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1371, 47.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1372, 47.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1373, 47.5, -7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1374, 47.5, -2.5, Bay of Biscay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Canary Cool Current
1375, 47.5, 147.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1376, 47.5, 152.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1377, 47.5, 157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1378, 47.5, 162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1379, 47.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, West Wind Drift
1380, 47.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, West Wind Drift
1381, 47.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, West Wind Drift
1382, 52.5, -177.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1383, 52.5, -172.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1384, 52.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Aleutian Cold Current
1385, 52.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Aleutian Cold Current
1386, 52.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Aleutian Cold Current
1387, 52.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Aleutian Cold Current
1388, 52.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1389, 52.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska WarmCurrent
1390, 52.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1391, 52.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1392, 52.5, -52.5, Labrador Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1393, 52.5, -47.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1394, 52.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1395, 52.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1396, 52.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1397, 52.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1398, 52.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1399, 52.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1400, 52.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1401, 52.5, 2.5, North Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1402, 52.5, 147.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1403, 52.5, 152.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1404, 52.5, 162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1405, 52.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1406, 52.5, 172.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1407, 52.5, 177.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1408, 57.5, -177.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1409, 57.5, -172.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Aleutian Cold Current
1410, 57.5, -167.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1411, 57.5, -162.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1412, 57.5, -157.5, Bristol Bay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1413, 57.5, -147.5, Gulf of Alaska, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1414, 57.5, -142.5, Gulf of Alaska, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1415, 57.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Alaska Warm Current
1416, 57.5, -87.5, Hudson Bay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1417, 57.5, -82.5, Hudson Bay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1418, 57.5, -77.5, Hudson Bay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1419, 57.5, -57.5, Labrador Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1420, 57.5, -52.5, Labrador Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1421, 57.5, -47.5, Labrador Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1422, 57.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1423, 57.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1424, 57.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1425, 57.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1426, 57.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1427, 57.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1428, 57.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1429, 57.5, -7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1430, 57.5, 2.5, North Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current & Norwegian Current
1431, 57.5, 7.5, North Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current & Norwegian Current
1432, 57.5, 17.5, Baltic Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle
1433, 57.5, 142.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio ColdCurrent)
1434, 57.5, 147.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Shimizu (Kuroshio Cold Current)
1435, 57.5, 152.5, Sea of Okhotsk, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1436, 57.5, 167.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1437, 57.5, 172.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Aleutian Cold Current & Shimizu (Kuroshio Cold Current)
1438, 57.5, 177.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1439, 62.5, -177.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current & Shimizu (Kuroshio Cold Current)
1440, 62.5, -172.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1441, 62.5, -167.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1442, 62.5, -92.5, Hudson Bay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Baffin Island Cold Current
1443, 62.5, -87.5, Hudson Bay, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1444, 62.5, -72.5, Hudson Strait, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1445, 62.5, -62.5, Davis Strait, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current & West Greenland Warm Current
1446, 62.5, -57.5, Davis Strait, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1447, 62.5, -52.5, Davis Strait, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Labrador Current
1448, 62.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Atlantic Warm Current
1449, 62.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, East Greenland Current
1450, 62.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, East Greenland Current
1451, 62.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, East Greenland Current
1452, 62.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, East Greenland Current
1453, 62.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, East Greenland Current
1454, 62.5, -7.5, Norwegian Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Norwegian Current
1455, 62.5, -2.5, Norwegian Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Norwegian Current
1456, 62.5, 2.5, Norwegian Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Norwegian Current
1457, 62.5, 177.5, Bering Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Kamchatka Cold Current
1458, 67.5, -172.5, Chukchi Sea, Arctic: Within the Arctic Circle, East Greenland Current
1459, 67.5, -167.5, Chukchi Sea, Arctic: Within the Arctic Circle, North Pacific Warm Current
1460, 67.5, -87.5, Gulf of Boothia, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1461, 67.5, -77.5, Foxe Basin, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1462, 67.5, -72.5, Foxe Basin, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1463, 67.5, -62.5, Davis Strait, Arctic: Within the Arctic Circle, Labrador Current
1464, 67.5, -57.5, Davis Strait, Arctic: Within the Arctic Circle, Labrador Current
1465, 67.5, -32.5, Atlantic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1466, 67.5, -27.5, Denmark Strait, Arctic: Within the Arctic Circle, East Greenland Current
1467, 67.5, -22.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1468, 67.5, -17.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1469, 67.5, -12.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1470, 67.5, -7.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1471, 67.5, -2.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1472, 67.5, 2.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1473, 67.5, 7.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1474, 67.5, 12.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1475, 67.5, 42.5, White Sea, Arctic: Within the Arctic Circle, Norwegian Current
1476, 67.5, 47.5, Barents Sea, Arctic: Within the Arctic Circle, Norwegian Current
1477, 72.5, -177.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1478, 72.5, -172.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1479, 72.5, -167.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1480, 72.5, -162.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1481, 72.5, -157.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1482, 72.5, -152.5, Arctic Ocean, Arctic: Within the Arctic Circle, East Greenland Current
1483, 72.5, -147.5, Beaufort Sea, Arctic: Within the Arctic Circle, East Greenland Current
1484, 72.5, -142.5, Beaufort Sea, Arctic: Within the Arctic Circle, East Greenland Current
1485, 72.5, -137.5, Beaufort Sea, Arctic: Within the Arctic Circle, East Greenland Current & Bouvet Gyre
1486, 72.5, -132.5, Beaufort Sea, Arctic: Within the Arctic Circle, East Greenland Current & Bouvet Gyre
1487, 72.5, -127.5, Beaufort Sea, Arctic: Within the Arctic Circle, East Greenland Current
1488, 72.5, -102.5, Northwest Passage, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1489, 72.5, -92.5, Northwest Passage, Arctic: Within the Arctic Circle, East Greenland Current & Labrador Current
1490, 72.5, -72.5, Baffin Bay, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1491, 72.5, -67.5, Baffin Bay, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1492, 72.5, -62.5, Baffin Bay, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1493, 72.5, -57.5, Baffin Bay, Arctic: Within the Arctic Circle, Baffin Island Cold Current
1494, 72.5, -17.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1495, 72.5, -12.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1496, 72.5, -7.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1497, 72.5, -2.5, Greenland Sea, Arctic: Within the Arctic Circle, East Greenland Current
1498, 72.5, 2.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1499, 72.5, 7.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1500, 72.5, 12.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1501, 72.5, 17.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
1502, 72.5, 22.5, Norwegian Sea, Arctic: Within the Arctic Circle, Norwegian Current
